#,Choose a language!,Interlay 的使命是：,interBTC 是：,Kintsugi（kBTC）是：,INTR 和 KINT 是：,谁能在 Interlay 中运行金库？,interBTC 为用户提供哪些保证？,在哪里可以使用 interBTC？,Interlay's Mission is?,interBTC is?,Kintsugi is?,INTR and KINT are?,Who can run a Vault in Interlay?,What guarantees does interBTC offer to users?,Where will you be able to use interBTC?,You've finished the quiz and scored full marks!,完成测试，满分！,Start Date (UTC),Submit Date (UTC),Network ID,Tags
79qiczatzhgqzzrryle279qicz9otsfp,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15SXNRw1Vo7g7SqHY34oQd6xDLvWVAf4Lcij6ySZzYwdb9LF,,2022-02-22 21:57:07,2022-02-22 21:59:57,bb9442bbd3,
86vokqbljhgt386vokqac1ikekmms7a2,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1bbn6HHbLPKnv9d2xZAsJFZVsvjwGViFfuwAFweWVUn23ts,,2022-02-22 20:10:55,2022-02-22 21:37:21,a0ebb53077,
100tkmg5uvvrsobb4100tkd038qlbsbd,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15AT1cSx9G4Lu6uhb4ct7stYj1PsAFJo1wz7tMM3gn6Q3qG8,,2022-02-22 21:04:31,2022-02-22 21:06:12,8ab46a443d,
kdnwivnce1tdyob0guphkdnw449pq20s,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14jEtpkXFYVbx7EooEJyBu5cfU7mptmjG3zHVGoaYQsnG6t8,,2022-02-22 20:42:10,2022-02-22 20:45:55,78083b9f49,
0fuz77947y890aw83710fuz7794qcxk4,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14oxwGDVN4sKKs3xo7VdDbUAXMtj2teTjQZ6FEFwCFcsS9Fm,,2022-02-22 19:39:02,2022-02-22 19:40:33,f028e05fc5,
8r89nceowzqwf8r89q74wmaq3yfvxy2p,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1bhJno8AqG14rM3WUhQLcrCVJMiKtP21azUjS9Cy8hkEQCU,,2022-02-22 19:18:44,2022-02-22 19:21:28,8752cdb017,
iog1wlabw7idme1zviog1037z5xarkvf,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12REUJkWq9JhAKH6qE2FpdqxxNXFvVi3iGPqoFEuDSw776JX,,2022-02-22 19:00:19,2022-02-22 19:06:01,cf837b8141,
qw13zbo68xco7r1omgqw13zardjcrgzq,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",145zccLHPnnAWBX6DNhyLFR7NW5rwuZu88kWmckKJmBHsU3s,,2022-02-22 17:11:20,2022-02-22 17:12:40,9fbcadb538,
352s7mgs9vb8i4g2vf352s7mgpxfnc3h,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",121k2NtYECQ6rVW93DYbziUA9CTZ873xy6DjKaTdLZwJxKHt,,2022-02-22 16:57:37,2022-02-22 16:58:46,7c4edfb039,
6w4e3sdsdokc3arrk79grbzb6w4e3h9l,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",121k2NtYECQ6rVW93DYbziUA9CTZ873xy6DjKaTdLZwJxKHt,,2022-02-22 16:40:07,2022-02-22 16:41:37,7c4edfb039,
m1ggwjgsfiun8n4m1gg0y3sqlvqwttji,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",147zUPzS6oRBqbos1GtstDuVFArDkh12yAe4y6KcwcFvPngk,,2022-02-22 14:11:44,2022-02-22 14:14:28,67eb3f3e4e,
b5nj1sw56r7dzqe0hob5b5nj1swrou9t,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,15ATWJKKhcXXZFFswZA4t3HQNH5SW3RDxjcQGargLakS3Ky5,2022-02-22 13:17:18,2022-02-22 13:19:36,eedb25475a,
mpetg4bt70oku9xk5mpetimipyg3qp4z,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,5GEAMy4FqqG47iFMyv74jtTFWf5nojs5tEsv7HsKnViuryUk,2022-02-22 13:00:11,2022-02-22 13:04:04,eedb25475a,
m0qhms48j0ub3w4qm0qipye7wj55wrdq,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12DyELFA9agQvcT1Uyezoz8DfsttHaKpPhgXHyorHHMM78Y7,,2022-02-22 10:21:31,2022-02-22 11:11:24,3a9009ea98,
eoohbccaec8jb1pllbrueoovsf3jniwt,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15D3mNiaExmV5Gm3Nb5gMGohzKLu18ua6xtGZZUYjejgzew4,,2022-02-22 09:56:08,2022-02-22 09:58:40,5194a6fd2d,
m7ff775omcovcth5edb0gim7ff7n58am,Chinese,以去信任化和彻底开放的方式将比特币带到任何区块链,一种与BTC 1:1锚定的无需信任的资产,Interlay 的金丝雀（先行）网络，为 Kusama 带来无需信任的跨链 BTC,Polkadot 上的 interBTC 和 Kusama 上的 kBTC 的治理代币,任何人,您可以随时使用 interBTC 1:1 赎回 BTC 或在抵押品中获得补偿,在任何区块链上，包括所有 Polkadot 平行链,,,,,,,,,14waRa5u4MEjyKdRLG9WsAVHuj,2022-02-22 09:01:37,2022-02-22 09:05:09,8201d4b54e,
56u79nb5inlxac1irhz56u79nbioruld,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14XeTAVdPSLqtP7GJAVsPCEZjPyjfCiVXGTvZR6kf8vNH9wo,,2022-02-21 20:30:38,2022-02-21 20:32:36,7a4955a485,
cavabm593a7zjwlq2bcava8uh4gg9ihc,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",148JWwmgAK2NuwZ3Qj3MwXuPhMBybBNAFrvpMPzGRKh53qas,,2022-02-21 19:01:25,2022-02-21 19:02:48,488598d8bc,
jevon7odgi5dpvjevon58rfs8xg5wndj,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",12sWjsJWHoeT3zYKr8UcZEwsycxC9waimkJwUpYwFNdgArar,,2022-02-21 16:55:59,2022-02-21 16:57:54,dbe614a444,
xkl298uw9hqcvlemrjuxkl27ga4xzobq,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",15wMBGDeJ3EjU7XTFc6YwqbLJRWCSEQmZGbcg2vuFGryTn2L,,2022-02-21 16:20:42,2022-02-21 16:23:51,baee031b52,
0c19mtukvto26gwivv8n0c19mtjoe47f,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16BBezNyTd86i9fBeVjoZXrFQMyhHbJ9VRPphJiwUPRbJyVx,,2022-02-20 21:51:17,2022-02-20 21:55:13,e9c3d27b84,
9badblzoqqvm40gqz91b89badyrf8lqj,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13NLcuutu31PJUYAAh1W37y3a93ES4a6ip4zpJp3Wt3rbsHX,,2022-02-20 19:49:03,2022-02-20 19:51:13,d4628940cc,
l240ncht8gnrdjlrnkx2al240nc1kplz,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14JmYAFdCKsvSd2MJC686gZ1YU9h3FKvDA5PkbJoLghKBB9A,,2022-02-20 19:37:24,2022-02-20 19:40:34,d4628940cc,
9hyo31o96abxdbugt9hyo3nbbzdnz0w1,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14ajuXzUk3qkEQg5SRUdSkpdMZxusghrFDeDoHargPAAow2W,,2022-02-20 17:46:36,2022-02-20 17:47:54,f92475a38e,
lwcp44kmu4lrhz8sullwcpuydevmbcyj,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2022-02-20 17:39:02,2022-02-20 17:43:57,42f0698689,
c2dezsjr0gdcx2et5tc2dezs1sxoczzi,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16Rxw4Fa7sRqdQsekwyk3sz1VXdksUznTxgxbJzUP3PajDGH,,2022-02-20 05:23:54,2022-02-20 05:41:32,b5cb92b9fe,
di1iwo76458f9rgkthdi1iwopankb9j2,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",129rmv271YDoYfMGW9ct8G5wiNL9DSFBvpaDJJo1QrNGAJ6g,,2022-02-20 01:03:10,2022-02-20 01:05:57,81bfe6e499,
p5w9j1twjwjes3dslp5w9j5ryh2vha5o,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",,,2022-02-19 20:57:06,2022-02-19 21:00:24,81bfe6e499,
k81t8tg9wcfk60z874l6uvjk81t8tqqc,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13zdwAkwC4HvbNZ5brbqpiYa8y3GZ5mDARZynFYQTmSSRpbg,,2022-02-19 19:45:33,2022-02-19 19:47:03,248f70c5a7,
dd7bpp4w1ezdkll4kjdd7bpzu436khax,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",13YMjWMG6jLSKnSLhUtjaKypfkEumysTCQ662tRzFk4SN1os,,2022-02-19 13:01:16,2022-02-19 13:07:42,42c13132d6,
bb6asfpf0s2a17gbb6asfnq469piout2,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14wZdhjXkfHyPnboPCSPAGVwSfANCiyMSW1s7vtQG57k69QU,,2022-02-19 12:40:49,2022-02-19 12:45:32,46edaf37db,
t4s9rjw9l9nptt4s47bwrr0c05lyx47s,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14aFu63wjsuNYAASVu53hunpchoXNriaQJweMqk2WWeTNd8N,,2022-02-19 12:30:52,2022-02-19 12:35:43,46edaf37db,
9sgokgk01ye90fomjdvr9sgokgqoyqvq,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",14mhGLVeeaVGaPixmsAmzMTf1XhfVMXdr6DYmNBES77Cgczw,,2022-02-19 01:34:06,2022-02-19 01:36:38,d168db5188,
800fadixy4xm800fdtrzz5w8bd1nq7wh,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",16Unrq3sc4Ad5nh1CB4R4KanQMmxjtsb1SoGdcR9MUs2WimK,,2022-02-18 15:36:47,2022-02-18 15:39:46,fa867d23e0,
gew6dn754yjle7o10c42cagew6dn7533,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1PD7jxSb5Zcd2XTXyZYvLM1m8NxhoztpVayrFYgDaxLqU4f,,2022-02-18 10:44:45,2022-02-18 10:49:51,317af12b6d,
lxkh15wo2uer55xrlxk1g3z7179alivc,English,,,,,,,,To bring Bitcoin to any blockchain in a trustless and radically open way,"A trustless, 1:1 Bitcoin-backed asset",Interlay’s canary network that brings trustless Bitcoin to Kusama,"Governance tokens for interBTC on Polkadot and kBTC on Kusama, respectively",Anyone,You can always redeem interBTC 1:1 for Bitcoin or be reimbursed in collateral,"On any blockchain, including all Polkadot parachains",1n7YcbDwD1f5wFN9eVpW362TP8m4p2eRcNtoKT7zzHvsxpC,,2022-02-18 04:42:24,2022-02-18 04:45:01,57054c54a6,
